Logits,Targets,Input_Lengths,Target_Lengths
"[[0.8042729336650446, 0.5660756437514637, 0.492072612813947, 0.31604218523097094, 0.2764616481691068], [0.7877286390739595, 0.248431413601083, 0.6854565838696203, 0.2513761361878649, 0.6678283440304194], [0.2654309929217793, 0.8926870265104654, 0.4931341316040829, 0.9978147208774066, 0.7325276054381602], [0.017010118891559456, 0.47241056135013204, 0.4230600411562241, 0.2619306878076667, 0.6921647257629926], [0.3064688835406081, 0.9256398228365342, 0.39223611586885143, 0.3739795451452773, 0.21841266162767237], [0.5831935372854904, 0.5608590054901187, 0.8411532945890527, 0.4242958212593353, 0.6888122468554786], [0.9495608441901047, 0.15556856089436488, 0.5892757966412, 0.8375575563690373, 0.41493512389819986], [0.8064045928747714, 0.8484430962566075, 0.9129096803479244, 0.3634052714336268, 0.6680759125223927], [0.8107728182824944, 0.9221908921448959, 0.5241194449598844, 0.7998602997996317, 0.5541063034622901], [0.4640998020077217, 0.16839745821285024, 0.06729340472036871, 0.6320337507698258, 0.15655946327473202]]","2,3,1,1,4,2,3,2,3",10,9
"[[0.2296697380474807, 0.33701050185507997, 0.9292917348447705, 0.48546894208724667, 0.8088386046144442], [0.28909910080712253, 0.7124074983473394, 0.5391449897931245, 0.5852402165803513, 0.5913648987734457], [0.4881873219026096, 0.37451576531747854, 0.04157463612656431, 0.7957061599043539, 0.5640979362747043], [0.387866357436223, 0.665406563321574, 0.9311978857513011, 0.9866449057106016, 0.05528600963294317], [0.7122727902195481, 0.10133706617056681, 0.31171666340314463, 0.4902713771983963, 0.9328515045517994], [0.5784518443348294, 0.7165087453661507, 0.5810836019353662, 0.44777185118940965, 0.24934099085202965], [0.11420161522928862, 0.637823855324911, 0.5475509838317955, 0.015381695756370495, 0.9809328214720721], [0.16187125472514585, 0.5915351979333887, 0.7681250253237457, 0.4647866868154866, 0.2858622529577306], [0.5431499089525256, 0.4521646680911261, 0.9173831124362853, 0.3072595437518406, 0.6325566024095605], [0.14253689653038337, 0.7750279618574503, 0.44429329927075567, 0.6164963477569322, 0.7822503850312361]]","1,2",10,2
"[[0.34639608876145955, 0.35304771444483485, 0.3932409047021679, 0.14462368713702256, 0.32200227650953683], [0.9562130302337101, 0.7389463426679171, 0.4566972606245375, 0.7846938616714133, 0.26385812022939725], [0.7581001265236607, 0.3278467667709114, 0.3481173341799081, 0.2354383489451949, 0.22213389725179677], [0.7083004126484652, 0.10468489205227371, 0.12112831190323525, 0.03982507098363175, 0.8151198421829355], [0.35244478712233007, 0.45425883046839843, 0.8595393624775077, 0.6291138230599225, 0.5006483247405509], [0.556295474649285, 0.7881548529787439, 0.6853666199675033, 0.8550644153137426, 0.5308501632448839], [0.6620235953576816, 0.716154990398185, 0.8801700339244367, 0.569560973774331, 0.9929474005000034], [0.9637693829865933, 0.3398584809641505, 0.2194296261213553, 0.45837570414890816, 0.7174876290938272], [0.47511054965117894, 0.1441051961578339, 0.6091523791879759, 0.2549947472890649, 0.5496047008677405], [0.8047658688510335, 0.2325634802687052, 0.4057228169140641, 0.47419897215884743, 0.24334157265679413]]",1,10,1
"[[0.15457603407292086, 0.04185746281609626, 0.3845631312708554, 0.20453144638257958, 0.8352635050861174], [0.07326544676674296, 0.2742186921295524, 0.760628880571163, 0.8640863153005239, 0.11080093583735928], [0.22547209393943224, 0.18679029812567816, 0.5774791648187065, 0.32236623007185883, 0.6265245792460202], [0.3621316970557168, 0.5819031114513316, 0.6455384802495231, 0.36468808242075956, 0.5139268223051777], [0.8606318693415018, 0.6013553723555995, 0.3407783594343803, 0.7519535245996526, 0.25937861407859975], [0.5694255859571651, 0.44065262203635147, 0.2780376507471958, 0.5426406973889526, 0.5154687025726318], [0.6094196118267221, 0.11613410128897705, 0.38004830999189987, 0.8253866147789949, 0.0690863521270948], [0.3721247396488766, 0.3542194094212905, 0.6750246097850189, 0.5000436520816469, 0.011682774018935804], [0.18273588432450283, 0.17532425613882763, 0.18746893426576394, 0.023416607684279556, 0.10438609934534959], [0.5995124315855344, 0.4748118144677679, 0.5070457715319052, 0.8227032269215292, 0.15826808570047302]]","3,4,3,4",10,4
"[[0.22348241550839343, 0.8621213580139437, 0.5283274159548521, 0.14609024553636496, 0.7253566377635493], [0.4745311714304319, 0.7185292726755819, 0.23375989304980882, 0.016830962196016652, 0.19708156939526011], [0.08234150043455202, 0.6448133059278847, 0.21308295874467464, 0.16219062580031296, 0.5215105207795039], [0.13952112513140236, 0.34301417553441116, 0.15631909475604566, 0.22036097896507423, 0.23602931391231297], [0.19995585579688258, 0.3216520175886569, 0.944615873165897, 0.3120132595769194, 0.05374601240776655], [0.008500893881519422, 0.44853175782249, 0.4248669328325819, 0.5502718015191691, 0.2226365840251967], [0.2131972115843327, 0.377049260384712, 0.8985771352626969, 0.7344015439370131, 0.5334654841370453], [0.44007868649910287, 0.3435856025954467, 0.6546967323089805, 0.22262138100126594, 0.6568612198632247], [0.445807904100621, 0.26490506425281735, 0.635701601640992, 0.8632400926341921, 0.3361950460985552], [0.950314639149798, 0.17378681877359414, 0.6871054920865666, 0.5350227929542085, 0.5898540197179167]]","2,4,2,4,4",10,5
"[[0.33654787921470064, 0.918081613120586, 0.3796319789826681, 0.3361421867044143, 0.42568364418472304], [0.7092507739745523, 0.7097119316439177, 0.730778463395666, 0.546705210911832, 0.2460667382209425], [0.14359350487554046, 0.5558327263594571, 0.8875781478936153, 0.5559397470934987, 0.8176947429405438], [0.0375279456265708, 0.5484713891879627, 0.026359464502829, 0.2723289316270956, 0.02880310376390638], [0.0690328682585919, 0.152072167790413, 0.4280918743931835, 0.6607809450533787, 0.36301453041903975], [0.7498374881383834, 0.8332222584673711, 0.29873301278109843, 0.9413307727473322, 0.7176157732714712], [0.4685656290283329, 0.02050757470009501, 0.009800706212815924, 0.6193127192758747, 0.331216522283739], [0.29067082576335657, 0.41300396264416284, 0.03002036885882453, 0.14617394020687313, 0.04168182911506435], [0.6403188176302799, 0.24839285957059976, 0.8016786548186836, 0.065290925019174, 0.8652762843156014], [0.40638462881556714, 0.4764543333690686, 0.5382570922950759, 0.6481066047305549, 0.8512404717820956]]","2,3,4,1",10,4
"[[0.8149563873334916, 0.30120167778626805, 0.18011284601034994, 0.43195031461036804, 0.13784375990963516], [0.7726703424161788, 0.7918559861794353, 0.6766775225480325, 0.23883220963923668, 0.9634434437105865], [0.8473437360856702, 0.7383617257732112, 0.5846300725829188, 0.3050121107766268, 0.4253546249325696], [0.2626749175106251, 0.15155781661902878, 0.8457271812983624, 0.4707324693438033, 0.49004571523327023], [0.9057914833193675, 0.76123668102163, 0.599560817161967, 0.19232908780910218, 0.41802040832350973], [0.1158632486824468, 0.6505296609911815, 0.23529195769904254, 0.7169386258233864, 0.7179108319155291], [0.19009104388141507, 0.7068897596384806, 0.44875665856791924, 0.6933133307554862, 0.5586063002897508], [0.1228667173653415, 0.4236184780862502, 0.8274182582251968, 0.9247901594460832, 0.09028950422192328], [0.35373900347638176, 0.7045430352715518, 0.9424173946493196, 0.7652941211009063, 0.8987626390807165], [0.3377366683362797, 0.46475341073621135, 0.6587707458489803, 0.12029431632623377, 0.13107027245118197]]",2,10,1
"[[0.1202874593323826, 0.24274514321425067, 0.7454975898052458, 0.852520018728245, 0.931004300383651], [0.658763199976599, 0.32680811944495025, 0.0062486616189521005, 0.7523301622815579, 0.018125317324529377], [0.40986828989184787, 0.4591382548324713, 0.34374300595384166, 0.00025690327049232575, 0.036800569421482354], [0.6782815578821328, 0.5932317003718011, 0.05157816729443432, 0.08604000386393584, 0.5052404118918848], [0.26139805442564346, 0.7666919173288267, 0.46263758796228416, 0.3581847699850479, 0.159007782165691], [0.7212087280831428, 0.48085266421662065, 0.672736318971648, 0.5299746161427825, 0.37498000610313287], [0.9103646385684173, 0.7951621671043949, 0.09160435323346061, 0.9706050519267179, 0.7991658773294471], [0.8427510557642534, 0.3804606098891701, 0.045306598415790655, 0.5764934013670031, 0.7997943493259771], [0.05721205456478151, 0.06361021453325455, 0.6336338164753326, 0.41267249554323027, 0.7670008824884789], [0.5066572937192606, 0.7337743430693057, 0.39746643665900194, 0.023961921929403718, 0.2763292656534081]]","2,2,4,4,1,3,1,2",10,8
"[[0.2926249248906433, 0.5288613961843758, 0.7603273672587639, 0.5982812061426004, 0.2581037538286849], [0.9186251105017951, 0.04753171240988818, 0.8758800240074553, 0.9831648973481527, 0.5761674844491503], [0.16417981647346436, 0.3665890462969814, 0.7263307043181585, 0.9315827519545946, 0.45240876232344596], [0.33503752167525125, 0.3916641338250286, 0.28900606875622725, 0.36092974297098435, 0.5942237526879676], [0.8566090708398435, 0.5628346903343453, 0.8696370151973297, 0.1310487459787255, 0.9739557979944077], [0.9890908645333403, 0.5099976066768811, 0.9850526086812569, 0.8078286096293409, 0.15487070415855342], [0.06504384199644264, 0.6246741983991545, 0.11637134942098382, 0.10430377228762544, 0.35349712382357923], [0.6694157691823128, 0.3764621264659024, 0.45342130545340187, 0.9228019447262511, 0.5449633423314448], [0.9698800375985525, 0.09826395868961246, 0.2054526613472274, 0.8561931253707193, 0.051354470157336074], [0.9149513017800076, 0.9214459504843724, 0.30972912516718565, 0.06299116420395345, 0.10308667488732348]]","2,3,4,3,1",10,5
"[[0.7348001470457473, 0.7455623219879451, 0.8214703725365023, 0.4757681074194504, 0.47978123604659995], [0.029989304671694805, 0.15208122656798917, 0.6873990350250971, 0.05689604663485437, 0.17532964612153623], [0.37743918390494113, 0.36602925205991976, 0.6421589909431733, 0.8525820968343716, 0.8509917234683784], [0.9747143180036419, 0.33508593557216326, 0.9781502501485525, 0.6716858915965938, 0.43284112082432324], [0.4833728295797589, 0.8693276143665871, 0.25595600248295824, 0.23764288447742665, 0.03430899982581792], [0.08186236335973063, 0.4009407005450535, 0.8938879042628858, 0.3403258348700732, 0.07209026699760701], [0.5819304962970795, 0.41521226374034526, 0.7527477756558518, 0.6144789441480057, 0.530943718295662], [0.10926672991529096, 0.2110430700136776, 0.4274255994039443, 0.21032496502405784, 0.6570429656530802], [0.7738180732872063, 0.8663274747856887, 0.9043932309961051, 0.2394124045313928, 0.32535916192315606], [0.7152887055534107, 0.9447859011468404, 0.6172382561107912, 0.6437968951854924, 0.8465877145073951]]",2,10,1
"[[0.7065363809279642, 0.8669779678426862, 0.638146617920356, 0.13881805184541018, 0.5380165215346978], [0.17800539262199255, 0.06753411443010948, 0.17058301967836398, 0.7457943950749216, 0.13093854515894765], [0.28383976431152946, 0.7555950001365959, 0.1979233815965843, 0.9911227716588182, 0.14795186675918193], [0.7796401800549826, 0.35832232759938265, 0.12317712648774715, 0.6584804174347182, 0.42252963476975935], [0.5215942955099314, 0.3542161656038758, 0.7192682367341565, 0.5539746176371613, 0.10450939989354424], [0.7082332476631839, 0.3995446402959195, 0.07952563062369533, 0.7587580787206878, 0.06389734441897055], [0.031145713521415153, 0.48159075882993063, 0.6593019646019711, 0.7049344030210962, 0.35468612218840956], [0.04273263131890492, 0.0270371755779667, 0.6446347600992198, 0.1554928068107202, 0.5444270650971067], [0.1205501466827853, 0.3450120646480611, 0.3864306381562086, 0.7003957137533127, 0.9853168241760226], [0.03246076119944241, 0.7559933608705816, 0.862882079036161, 0.970703112271246, 0.32189678012800915]]","1,3,2",10,3
"[[0.5983438630799784, 0.1933541979359119, 0.9436877329969342, 0.9224916936399535, 0.717951968469055], [0.4367862936509448, 0.5531871699726846, 0.08199378494370413, 0.19130992915560985, 0.0176443210740429], [0.31079142621240696, 0.598635096465295, 0.18047516861600066, 0.11848211236238348, 0.8499899026410067], [0.8270866843904835, 0.05575826951396501, 0.768500940024372, 0.5336836228496057, 0.48279839392649593], [0.4887784573182006, 0.6003779007065334, 0.7055103376933973, 0.5474076392253657, 0.4208002196076457], [0.31743279564794524, 0.6532537728850861, 0.4987796088680295, 0.35837278564513053, 0.274443691153777], [0.43606449897663113, 0.5863844556896869, 0.16297714922347917, 0.2645220834703962, 0.8998618429675829], [0.9702197626247093, 0.7402745151601622, 0.15385897950838467, 0.7093159314505704, 0.9913146500850702], [0.504186174155771, 0.8745316246398535, 0.2698897342201916, 0.3806473918264991, 0.2908887321453766], [0.849940428943077, 0.2543950418131343, 0.9466509252923023, 0.017980652974621814, 0.7576271179031872]]","4,4,3,4,2,1",10,6
"[[0.5059792717648512, 0.714233648623151, 0.6699656033231007, 0.04555779786928682, 0.948667705419751], [0.5435671878431568, 0.8113978982698012, 0.4133148723460671, 0.04459578254781016, 0.3422410392240257], [0.9265857040675688, 0.8107138376187205, 0.8768924815575456, 0.7282554585082593, 0.4998261515183344], [0.1906477781167094, 0.4459311116615825, 0.2552825329311169, 0.5674386543531155, 0.6003388325152624], [0.785628113683692, 0.23524711749104799, 0.14666894773850792, 0.2242378432226766, 0.5251578890591082], [0.022466823928193547, 0.9906598406698024, 0.2962589104298048, 0.596601101630825, 0.5883638104751796], [0.7261925464085862, 0.20539817898771395, 0.0958872004529161, 0.6135864028674776, 0.7041704411938534], [0.3387721503686373, 0.6694325906265569, 0.6578460721240729, 0.6670699585214098, 0.735753733529868], [0.12069451163934186, 0.8640006994935735, 0.3252966171564563, 0.4325049259501751, 0.24142191203705965], [0.5321038791430281, 0.09872878299920584, 0.7905871939758418, 0.44641316620370397, 0.8722428615146264]]","3,1,2,3,4,1,2,2,2",10,9
"[[0.4701438516508559, 0.2112311873646977, 0.5610738712077307, 0.5867310279537603, 0.6859236603797124], [0.05857231894088466, 0.047701610308870435, 0.566177907410349, 0.8939312571145631, 0.89810864889652], [0.5427640500713553, 0.8938512993633942, 0.4657486465920302, 0.03239091049255449, 0.030120242394670815], [0.3864813475660779, 0.5923433149759835, 0.13751715046466184, 0.655820891138011, 0.49653080329011356], [0.09979600777129771, 0.8723928223065712, 0.6549939567917201, 0.7792296967142675, 0.2376704519136965], [0.23605211345580956, 0.40669607484398385, 0.7131691367523464, 0.8938910282382756, 0.08947763257691099], [0.6906539776449714, 0.5004376992031939, 0.5916556705308877, 0.8241884542628869, 0.4895167596860077], [0.4861300848598281, 0.905983616941001, 0.8611611391101104, 0.7894092743063852, 0.7737748690628798], [0.12993126095190666, 0.9348979314138878, 0.506345920669828, 0.7582294656032592, 0.2897066403002869], [0.5598387156543627, 0.20561448640743052, 0.0801145368832823, 0.5835251813025677, 0.28025057290468547]]","4,2,4,4,3,4",10,6
"[[0.3067944385213843, 0.43034854814538936, 0.7253700178477817, 0.11511062987478926, 0.7447742535696138], [0.6202804999049418, 0.3564504668254378, 0.8318310834408403, 0.7878615569877017, 0.27177128126246397], [0.6189039399412947, 0.3347584483594732, 0.415183388577926, 0.9419826832934703, 0.6691329213640268], [0.5427370684504029, 0.8211013822093395, 0.9647649002198146, 0.8945335772248344, 0.11431053335929231], [0.3708363611904535, 0.8437067494804246, 0.6285519722221578, 0.5296212819461306, 0.8483462936177567], [0.9262751881185084, 0.1464900102579556, 0.4980828203001202, 0.9674733924643725, 0.9568706756306793], [0.41519224193437865, 0.20678213003867274, 0.37415570466687786, 0.27513020761676343, 0.10892640223205918], [0.6728024552346211, 0.9983079285502208, 0.473284739906885, 0.38136182145346387, 0.8090466417199544], [0.4302229245135186, 0.9097624353154921, 0.9120908840289943, 0.9015826678366642, 0.6662201515773724], [0.4023623511738671, 0.8678304455548235, 0.490412795554066, 0.30940937993083384, 0.7472215079365003]]","3,1,2,4,2,4,2,1,4,2",10,10
"[[0.6020410292051084, 0.7718968619091334, 0.8831939207917139, 0.5035497317506532, 0.7542016733284274], [0.5541583560422123, 0.3885500861695821, 0.5730141690042386, 0.717398277921709, 0.7042701510099771], [0.5392725877883531, 0.5244934162970001, 0.7221059670620498, 0.802459796756975, 0.43537299017410236], [0.3541868249179503, 0.871373608650327, 0.9224632837815353, 0.3437234566920899, 0.2001432978887694], [0.2778233336855206, 0.46275676797424037, 0.1408168263570979, 0.4497710529981783, 0.9590476453569325], [0.535051961745948, 0.17316234764102045, 0.8479609300390601, 0.7606092417468363, 0.292525916116683], [0.276497355866255, 0.3851682327634227, 0.9459961687275779, 0.7187974637232898, 0.9705936899618157], [0.9935074347573978, 0.5200601714798001, 0.71853804753013, 0.9050143345002927, 0.9777287350664682], [0.9158056551072553, 0.1739690979350731, 0.34509746197448965, 0.1430323084677111, 0.1507922661895208], [0.5571225551141138, 0.9933825785911908, 0.6713773009035571, 0.3171464538951111, 0.4120410390189968]]","2,1,4",10,3
"[[0.11146095926202737, 0.042539278095162225, 0.16661461544731737, 0.29970115863633173, 0.2125460890807902], [0.24377165635251818, 0.43110505908125407, 0.9483818929342559, 0.07693245044457253, 0.8019527416654587], [0.6906156931389201, 0.4581921286266336, 0.18636169193403285, 0.1297238056776827, 0.08922841788164593], [0.8384233515215905, 0.03946387424460307, 0.9449990441300478, 0.781661021299879, 0.8940217588912069], [0.29830227312101454, 0.44092944782383214, 0.17210282086668738, 0.8921944660576083, 0.3040071360568374], [0.3974108170035865, 0.9394703405686835, 0.948466745113922, 0.3693328022768412, 0.9031094198840053], [0.8149769412057359, 0.42401083569605047, 0.13578763557802975, 0.34728219845494546, 0.9277788089738647], [0.6990590357401403, 0.11403805601660333, 0.5901807766974948, 0.6127120035325551, 0.6926502666642251], [0.8060289484794179, 0.4765293393220854, 0.6414538041929665, 0.3097983952083446, 0.34880773607392646], [0.4607559667941278, 0.4625855124766569, 0.984002251942564, 0.6640628229100223, 0.6212368537758688]]","4,2,4,2,2,4,1",10,7
"[[0.5574668159109875, 0.968820001728313, 0.565765374025043, 0.6114860011460587, 0.27269188047257265], [0.16419117987933374, 0.29412312293479503, 0.9682367985375869, 0.17776523004413647, 0.7625560960170895], [0.0002962512144880636, 0.8681365114777362, 0.3326135074944453, 0.15092810909029497, 0.5854636496372817], [0.11036038482743671, 0.21000158941036684, 0.3998698928391625, 0.16491078381353208, 0.8475633687585526], [0.9055982631843692, 0.8932751486269416, 0.44166467678687304, 0.837047055002122, 0.6152774370189013], [0.4808539443454719, 0.04367733154099007, 0.32610501057646657, 0.5018757787964808, 0.6342482071770557], [0.3008312343942072, 0.026924059488009577, 0.4699558573398823, 0.9425913826660085, 0.6991946481886383], [0.6690994507441542, 0.11050422182136266, 0.2537561113673301, 0.163113807737855, 0.2793877075129556], [0.09070386518655249, 0.5877268548810242, 0.4072696011153535, 0.48795156785719385, 0.47939564982876837], [0.9387805469019421, 0.08618650375160619, 0.6542816128961708, 0.6269474179232021, 0.36430346452633267]]","4,4,4,3",10,4
"[[0.8554279473822635, 0.2680828544097248, 0.9221250685468947, 0.08114865232586321, 0.6348940485579908], [0.6768306660657276, 0.18526079618514435, 0.04698370847149491, 0.03719178593130257, 0.5166663807401316], [0.08505111806496457, 0.27194005006512056, 0.28087750626023245, 0.4266887063086394, 0.8361097151061544], [0.2077449978602358, 0.6582344592604942, 0.20724913032751113, 0.8665881694854726, 0.3378390122101954], [0.10439609579322251, 0.006698556557445112, 0.5821826961696354, 0.12484955260091568, 0.7911268810470082], [0.7975052735729169, 0.7694918101536807, 0.7169433921415604, 0.5017356959191135, 0.4388556058610511], [0.2598753058290736, 0.5474805334818394, 0.9802364598666194, 0.5556486426647725, 0.9840497489346742], [0.8174639523257188, 0.35763594151041134, 0.4393779132012807, 0.559673174970723, 0.5209559048261756], [0.536813552785675, 0.7522422645511768, 0.36719916679621667, 0.24841955847190123, 0.5763719580142338], [0.6779423776017732, 0.8806608705492801, 0.023737557078181926, 0.7253317204381574, 0.5694971160061546]]","4,4,1,2,2,1,4,1,3",10,9
